target_time_utc,target_time_local,power_farm_plan,power_t1_plan,power_t2_plan,p10_plan,p90_plan,plan_revision,plan_run_id,power_farm_bid,bid_run_id,plan_mw
2026-02-07 02:00:00+00:00,2026-02-07T07:00:00+05:00,0.0072,0.0071,0.0092,0.0,0.1096,0,20260207T0000-4a3ea2,0.0075,20260206T0000-6284c5,0.036
2026-02-07 03:00:00+00:00,2026-02-07T08:00:00+05:00,0.0074,0.0075,0.009,0.0,0.0074,0,20260207T0000-4a3ea2,0.0087,20260206T0000-6284c5,0.037
2026-02-07 04:00:00+00:00,2026-02-07T09:00:00+05:00,0.0123,0.0132,0.0104,0.0,0.0285,0,20260207T0000-4a3ea2,0.0197,20260206T0000-6284c5,0.062
2026-02-07 05:00:00+00:00,2026-02-07T10:00:00+05:00,0.0413,0.0407,0.0486,0.0,0.4135,0,20260207T0000-4a3ea2,0.0252,20260206T0000-6284c5,0.207
2026-02-07 06:00:00+00:00,2026-02-07T11:00:00+05:00,0.1818,0.1801,0.1945,0.0072,0.7103,0,20260207T0000-4a3ea2,0.0385,20260206T0000-6284c5,0.909
2026-02-07 07:00:00+00:00,2026-02-07T12:00:00+05:00,0.2598,0.2574,0.3264,0.0045,0.8233,0,20260207T0000-4a3ea2,0.1064,20260206T0000-6284c5,1.299
2026-02-07 08:00:00+00:00,2026-02-07T13:00:00+05:00,0.2894,0.2915,0.3649,0.0,0.8629,0,20260207T0000-4a3ea2,0.18,20260206T0000-6284c5,1.447
2026-02-07 09:00:00+00:00,2026-02-07T14:00:00+05:00,0.1773,0.1731,0.2124,0.0091,0.7203,1,20260207T0000-4a3ea2,0.1736,20260206T0000-6284c5,0.887
2026-02-07 10:00:00+00:00,2026-02-07T15:00:00+05:00,0.0965,0.0913,0.1022,0.0053,0.4284,1,20260207T0000-4a3ea2,0.1247,20260206T0000-6284c5,0.483
2026-02-07 11:00:00+00:00,2026-02-07T16:00:00+05:00,0.0414,0.0426,0.0443,0.0,0.2405,1,20260207T0000-4a3ea2,0.0915,20260206T0000-6284c5,0.207
2026-02-07 12:00:00+00:00,2026-02-07T17:00:00+05:00,0.0278,0.0217,0.0156,0.0,0.0321,1,20260207T0000-4a3ea2,0.065,20260206T0000-6284c5,0.139
2026-02-07 13:00:00+00:00,2026-02-07T18:00:00+05:00,0.1701,0.1776,0.1687,0.0072,0.6506,1,20260207T0000-4a3ea2,0.273,20260206T0000-6284c5,0.85
2026-02-07 14:00:00+00:00,2026-02-07T19:00:00+05:00,0.4861,0.4709,0.4668,0.1048,0.9012,1,20260207T0000-4a3ea2,0.6361,20260206T0000-6284c5,2.43
2026-02-07 15:00:00+00:00,2026-02-07T20:00:00+05:00,0.6569,0.6871,0.6969,0.2589,0.9561,1,20260207T0000-4a3ea2,0.7518,20260206T0000-6284c5,3.285
2026-02-07 16:00:00+00:00,2026-02-07T21:00:00+05:00,0.84,0.8457,0.8725,0.3559,0.9858,1,20260207T0000-4a3ea2,0.6245,20260206T0000-6284c5,4.2
2026-02-07 17:00:00+00:00,2026-02-07T22:00:00+05:00,0.8249,0.8452,0.8592,0.3737,0.9894,1,20260207T0000-4a3ea2,0.6315,20260206T0000-6284c5,4.124
2026-02-07 18:00:00+00:00,2026-02-07T23:00:00+05:00,0.8151,0.8211,0.8396,0.4054,0.989,1,20260207T0000-4a3ea2,0.6296,20260206T0000-6284c5,4.076
2026-02-07 19:00:00+00:00,2026-02-08T00:00:00+05:00,0.8518,0.8592,0.86,0.4352,0.9845,0,20260208T0000-ca8e5f,0.8045,20260207T0000-4a3ea2,4.259
2026-02-07 20:00:00+00:00,2026-02-08T01:00:00+05:00,0.854,0.8616,0.8649,0.452,0.9908,0,20260208T0000-ca8e5f,0.6674,20260207T0000-4a3ea2,4.27
2026-02-07 21:00:00+00:00,2026-02-08T02:00:00+05:00,0.8269,0.8329,0.8363,0.4514,0.9854,0,20260208T0000-ca8e5f,0.6682,20260207T0000-4a3ea2,4.134
2026-02-07 22:00:00+00:00,2026-02-08T03:00:00+05:00,0.7362,0.7472,0.7356,0.2844,0.9698,0,20260208T0000-ca8e5f,0.6808,20260207T0000-4a3ea2,3.681
2026-02-07 23:00:00+00:00,2026-02-08T04:00:00+05:00,0.6024,0.6121,0.6364,0.1667,0.9563,0,20260208T0000-ca8e5f,0.6273,20260207T0000-4a3ea2,3.012
2026-02-08 00:00:00+00:00,2026-02-08T05:00:00+05:00,0.5082,0.5156,0.4971,0.1224,0.9148,0,20260208T0000-ca8e5f,0.4505,20260207T0000-4a3ea2,2.541
2026-02-08 01:00:00+00:00,2026-02-08T06:00:00+05:00,0.5026,0.5031,0.4652,0.1151,0.901,0,20260208T0000-ca8e5f,0.3865,20260207T0000-4a3ea2,2.513
2026-02-08 02:00:00+00:00,2026-02-08T07:00:00+05:00,0.3275,0.3454,0.3443,0.0401,0.8668,0,20260208T0000-ca8e5f,0.2777,20260207T0000-4a3ea2,1.638
2026-02-08 03:00:00+00:00,2026-02-08T08:00:00+05:00,0.1682,0.1609,0.1589,0.0186,0.6893,0,20260208T0000-ca8e5f,0.236,20260207T0000-4a3ea2,0.841
2026-02-08 04:00:00+00:00,2026-02-08T09:00:00+05:00,0.0745,0.0643,0.0638,0.001,0.3728,0,20260208T0000-ca8e5f,0.1382,20260207T0000-4a3ea2,0.372
2026-02-08 05:00:00+00:00,2026-02-08T10:00:00+05:00,0.0409,0.0449,0.0402,0.0022,0.24,0,20260208T0000-ca8e5f,0.0525,20260207T0000-4a3ea2,0.204
2026-02-08 06:00:00+00:00,2026-02-08T11:00:00+05:00,0.011,0.0159,0.0168,0.0,0.0809,0,20260208T0000-ca8e5f,0.0138,20260207T0000-4a3ea2,0.055
2026-02-08 07:00:00+00:00,2026-02-08T12:00:00+05:00,0.0038,0.0084,0.0078,0.0,0.0083,0,20260208T0000-ca8e5f,0.0063,20260207T0000-4a3ea2,0.019
2026-02-08 08:00:00+00:00,2026-02-08T13:00:00+05:00,0.0085,0.0096,0.0107,0.0,0.0123,0,20260208T0000-ca8e5f,0.0112,20260207T0000-4a3ea2,0.042
2026-02-08 09:00:00+00:00,2026-02-08T14:00:00+05:00,0.0313,0.0391,0.041,0.0017,0.3243,1,20260208T0000-ca8e5f,0.1073,20260207T0000-4a3ea2,0.156
2026-02-08 10:00:00+00:00,2026-02-08T15:00:00+05:00,0.4183,0.3947,0.4285,0.1117,0.9487,1,20260208T0000-ca8e5f,0.6183,20260207T0000-4a3ea2,2.092
2026-02-08 11:00:00+00:00,2026-02-08T16:00:00+05:00,0.9405,0.922,0.9353,0.4187,1.0,1,20260208T0000-ca8e5f,0.9352,20260207T0000-4a3ea2,4.702
2026-02-08 12:00:00+00:00,2026-02-08T17:00:00+05:00,0.9783,0.9841,0.9763,0.7359,1.0,1,20260208T0000-ca8e5f,0.953,20260207T0000-4a3ea2,4.892
2026-02-08 13:00:00+00:00,2026-02-08T18:00:00+05:00,0.994,0.9995,0.9854,0.7851,1.0,1,20260208T0000-ca8e5f,0.9544,20260207T0000-4a3ea2,4.97
2026-02-08 14:00:00+00:00,2026-02-08T19:00:00+05:00,0.9929,1.0,0.9843,0.8516,1.0,1,20260208T0000-ca8e5f,0.9519,20260207T0000-4a3ea2,4.964
2026-02-08 15:00:00+00:00,2026-02-08T20:00:00+05:00,0.9896,1.0,0.9792,0.8881,1.0,1,20260208T0000-ca8e5f,0.9508,20260207T0000-4a3ea2,4.948
2026-02-08 16:00:00+00:00,2026-02-08T21:00:00+05:00,0.9904,1.0,0.9793,0.9059,1.0,1,20260208T0000-ca8e5f,0.9582,20260207T0000-4a3ea2,4.952
2026-02-08 17:00:00+00:00,2026-02-08T22:00:00+05:00,0.9886,1.0,0.9785,0.9336,1.0,1,20260208T0000-ca8e5f,0.9575,20260207T0000-4a3ea2,4.943
2026-02-08 18:00:00+00:00,2026-02-08T23:00:00+05:00,0.9844,0.9976,0.9757,0.9146,1.0,1,20260208T0000-ca8e5f,0.9532,20260207T0000-4a3ea2,4.922
2026-02-08 19:00:00+00:00,2026-02-09T00:00:00+05:00,0.9842,0.9994,0.9817,0.9197,1.0,0,20260209T0000-1296c8,0.9833,20260208T0000-ca8e5f,4.921
2026-02-08 20:00:00+00:00,2026-02-09T01:00:00+05:00,0.9853,0.9904,0.9815,0.9157,1.0,0,20260209T0000-1296c8,0.9818,20260208T0000-ca8e5f,4.926
2026-02-08 21:00:00+00:00,2026-02-09T02:00:00+05:00,0.9891,0.9906,0.9848,0.9395,1.0,0,20260209T0000-1296c8,0.9856,20260208T0000-ca8e5f,4.946
2026-02-08 22:00:00+00:00,2026-02-09T03:00:00+05:00,0.9851,0.9895,0.9816,0.9151,1.0,0,20260209T0000-1296c8,0.9836,20260208T0000-ca8e5f,4.926
2026-02-08 23:00:00+00:00,2026-02-09T04:00:00+05:00,0.9895,0.9939,0.9844,0.9091,1.0,0,20260209T0000-1296c8,0.9863,20260208T0000-ca8e5f,4.948
2026-02-09 00:00:00+00:00,2026-02-09T05:00:00+05:00,0.9856,0.9891,0.9835,0.8574,1.0,0,20260209T0000-1296c8,0.9865,20260208T0000-ca8e5f,4.928
2026-02-09 01:00:00+00:00,2026-02-09T06:00:00+05:00,0.9864,0.9842,0.98,0.7826,1.0,0,20260209T0000-1296c8,0.9855,20260208T0000-ca8e5f,4.932
2026-02-09 02:00:00+00:00,2026-02-09T07:00:00+05:00,0.9461,0.9631,0.9676,0.7772,1.0,0,20260209T0000-1296c8,0.947,20260208T0000-ca8e5f,4.73
2026-02-09 03:00:00+00:00,2026-02-09T08:00:00+05:00,0.9592,0.9796,0.9535,0.6511,0.9998,0,20260209T0000-1296c8,0.9716,20260208T0000-ca8e5f,4.796
2026-02-09 04:00:00+00:00,2026-02-09T09:00:00+05:00,0.9593,0.9565,0.95,0.5909,0.9916,0,20260209T0000-1296c8,0.9638,20260208T0000-ca8e5f,4.796
2026-02-09 05:00:00+00:00,2026-02-09T10:00:00+05:00,0.9426,0.9474,0.9528,0.6923,0.998,0,20260209T0000-1296c8,0.935,20260208T0000-ca8e5f,4.713
2026-02-09 06:00:00+00:00,2026-02-09T11:00:00+05:00,0.9687,0.97,0.9637,0.7593,1.0,0,20260209T0000-1296c8,0.9438,20260208T0000-ca8e5f,4.844
2026-02-09 07:00:00+00:00,2026-02-09T12:00:00+05:00,0.9805,0.9822,0.97,0.7637,0.9988,0,20260209T0000-1296c8,0.9494,20260208T0000-ca8e5f,4.902
2026-02-09 08:00:00+00:00,2026-02-09T13:00:00+05:00,0.9743,0.9944,0.9678,0.6898,1.0,0,20260209T0000-1296c8,0.9633,20260208T0000-ca8e5f,4.872
2026-02-09 09:00:00+00:00,2026-02-09T14:00:00+05:00,0.9757,0.9955,0.9731,0.7974,1.0,1,20260209T0000-1296c8,0.9736,20260208T0000-ca8e5f,4.878
2026-02-09 10:00:00+00:00,2026-02-09T15:00:00+05:00,0.986,0.9957,0.9771,0.7943,1.0,1,20260209T0000-1296c8,0.9841,20260208T0000-ca8e5f,4.93
2026-02-09 11:00:00+00:00,2026-02-09T16:00:00+05:00,1.0,1.0,0.9928,0.7382,1.0,1,20260209T0000-1296c8,0.9901,20260208T0000-ca8e5f,5.0
2026-02-09 12:00:00+00:00,2026-02-09T17:00:00+05:00,0.8817,0.9166,0.8753,0.4854,1.0,1,20260209T0000-1296c8,0.9934,20260208T0000-ca8e5f,4.408
2026-02-09 13:00:00+00:00,2026-02-09T18:00:00+05:00,0.7748,0.8117,0.7435,0.2142,1.0,1,20260209T0000-1296c8,0.9153,20260208T0000-ca8e5f,3.874
2026-02-09 14:00:00+00:00,2026-02-09T19:00:00+05:00,0.3587,0.2919,0.3228,0.0473,0.843,1,20260209T0000-1296c8,0.7417,20260208T0000-ca8e5f,1.794
2026-02-09 15:00:00+00:00,2026-02-09T20:00:00+05:00,0.1624,0.1317,0.1354,0.0091,0.5203,1,20260209T0000-1296c8,0.5857,20260208T0000-ca8e5f,0.812
2026-02-09 16:00:00+00:00,2026-02-09T21:00:00+05:00,0.0461,0.049,0.0522,0.0,0.2852,1,20260209T0000-1296c8,0.4899,20260208T0000-ca8e5f,0.23
2026-02-09 17:00:00+00:00,2026-02-09T22:00:00+05:00,0.0212,0.0177,0.0231,0.0,0.1677,1,20260209T0000-1296c8,0.4268,20260208T0000-ca8e5f,0.106
2026-02-09 18:00:00+00:00,2026-02-09T23:00:00+05:00,0.0365,0.0276,0.029,0.0,0.19,1,20260209T0000-1296c8,0.5035,20260208T0000-ca8e5f,0.182
2026-02-09 19:00:00+00:00,2026-02-10T00:00:00+05:00,0.0571,0.0639,0.0503,0.0,0.3359,0,20260210T0000-600970,0.0911,20260209T0000-1296c8,0.286
2026-02-09 20:00:00+00:00,2026-02-10T01:00:00+05:00,0.0356,0.0465,0.0442,0.0,0.2458,0,20260210T0000-600970,0.1253,20260209T0000-1296c8,0.178
2026-02-09 21:00:00+00:00,2026-02-10T02:00:00+05:00,0.0339,0.0248,0.0283,0.0,0.2225,0,20260210T0000-600970,0.1274,20260209T0000-1296c8,0.169
2026-02-09 22:00:00+00:00,2026-02-10T03:00:00+05:00,0.0337,0.0241,0.029,0.0,0.2386,0,20260210T0000-600970,0.129,20260209T0000-1296c8,0.168
2026-02-09 23:00:00+00:00,2026-02-10T04:00:00+05:00,0.0485,0.0638,0.0457,0.0,0.2967,0,20260210T0000-600970,0.1872,20260209T0000-1296c8,0.242
2026-02-10 00:00:00+00:00,2026-02-10T05:00:00+05:00,0.0292,0.0165,0.022,0.0,0.2024,0,20260210T0000-600970,0.211,20260209T0000-1296c8,0.146
2026-02-10 01:00:00+00:00,2026-02-10T06:00:00+05:00,0.2749,0.3164,0.2979,0.1133,0.6132,0,20260210T0000-600970,0.5745,20260209T0000-1296c8,1.374
2026-02-10 02:00:00+00:00,2026-02-10T07:00:00+05:00,0.1586,0.1623,0.1582,0.0488,0.5839,0,20260210T0000-600970,0.1395,20260209T0000-1296c8,0.793
2026-02-10 03:00:00+00:00,2026-02-10T08:00:00+05:00,0.2123,0.2198,0.2094,0.0181,0.7482,0,20260210T0000-600970,0.2015,20260209T0000-1296c8,1.062
2026-02-10 04:00:00+00:00,2026-02-10T09:00:00+05:00,0.0899,0.0941,0.0921,0.0,0.5418,0,20260210T0000-600970,0.0347,20260209T0000-1296c8,0.449
2026-02-10 05:00:00+00:00,2026-02-10T10:00:00+05:00,0.1492,0.147,0.1563,0.0,0.6576,0,20260210T0000-600970,0.1295,20260209T0000-1296c8,0.746
2026-02-10 06:00:00+00:00,2026-02-10T11:00:00+05:00,0.0291,0.0377,0.0305,0.0,0.3453,0,20260210T0000-600970,0.0211,20260209T0000-1296c8,0.146
2026-02-10 07:00:00+00:00,2026-02-10T12:00:00+05:00,0.0856,0.0609,0.0942,0.003,0.4802,0,20260210T0000-600970,0.179,20260209T0000-1296c8,0.428
2026-02-10 08:00:00+00:00,2026-02-10T13:00:00+05:00,0.2431,0.2476,0.2199,0.0234,0.7332,0,20260210T0000-600970,0.4754,20260209T0000-1296c8,1.216
2026-02-10 09:00:00+00:00,2026-02-10T14:00:00+05:00,0.4129,0.3917,0.404,0.1155,0.8635,1,20260210T0000-600970,0.2929,20260209T0000-1296c8,2.064
2026-02-10 10:00:00+00:00,2026-02-10T15:00:00+05:00,0.4204,0.4358,0.4203,0.1006,0.8213,1,20260210T0000-600970,0.3356,20260209T0000-1296c8,2.102
2026-02-10 11:00:00+00:00,2026-02-10T16:00:00+05:00,0.3978,0.4125,0.4158,0.0956,0.8468,1,20260210T0000-600970,0.3738,20260209T0000-1296c8,1.989
2026-02-10 12:00:00+00:00,2026-02-10T17:00:00+05:00,0.2514,0.2437,0.2917,0.0195,0.7723,1,20260210T0000-600970,0.2923,20260209T0000-1296c8,1.257
2026-02-10 13:00:00+00:00,2026-02-10T18:00:00+05:00,0.1172,0.1196,0.1369,0.0057,0.4803,1,20260210T0000-600970,0.2685,20260209T0000-1296c8,0.586
2026-02-10 14:00:00+00:00,2026-02-10T19:00:00+05:00,0.2166,0.2133,0.1844,0.0053,0.5244,1,20260210T0000-600970,0.4263,20260209T0000-1296c8,1.083
2026-02-10 15:00:00+00:00,2026-02-10T20:00:00+05:00,0.4517,0.4392,0.4175,0.0799,0.855,1,20260210T0000-600970,0.6018,20260209T0000-1296c8,2.258
2026-02-10 16:00:00+00:00,2026-02-10T21:00:00+05:00,0.7266,0.6877,0.7233,0.1767,0.882,1,20260210T0000-600970,0.7356,20260209T0000-1296c8,3.633
2026-02-10 17:00:00+00:00,2026-02-10T22:00:00+05:00,0.7642,0.7583,0.7531,0.2882,0.9714,1,20260210T0000-600970,0.783,20260209T0000-1296c8,3.821
2026-02-10 18:00:00+00:00,2026-02-10T23:00:00+05:00,0.8968,0.9219,0.8817,0.5049,0.999,1,20260210T0000-600970,0.8567,20260209T0000-1296c8,4.484
2026-02-10 19:00:00+00:00,2026-02-11T00:00:00+05:00,0.9377,0.9539,0.9415,0.7012,1.0,0,20260211T0000-3d5d55,0.9361,20260210T0000-600970,4.688
2026-02-10 20:00:00+00:00,2026-02-11T01:00:00+05:00,0.9487,0.9506,0.9497,0.7872,1.0,0,20260211T0000-3d5d55,0.9197,20260210T0000-600970,4.744
2026-02-10 21:00:00+00:00,2026-02-11T02:00:00+05:00,0.9669,0.979,0.9542,0.5564,1.0,0,20260211T0000-3d5d55,0.892,20260210T0000-600970,4.834
2026-02-10 22:00:00+00:00,2026-02-11T03:00:00+05:00,0.7231,0.7853,0.7041,0.3509,1.0,0,20260211T0000-3d5d55,0.5941,20260210T0000-600970,3.616
2026-02-10 23:00:00+00:00,2026-02-11T04:00:00+05:00,0.3713,0.4627,0.4025,0.2113,0.8065,0,20260211T0000-3d5d55,0.3069,20260210T0000-600970,1.856
2026-02-11 00:00:00+00:00,2026-02-11T05:00:00+05:00,0.1799,0.1919,0.1576,0.0171,0.5994,0,20260211T0000-3d5d55,0.1452,20260210T0000-600970,0.9
2026-02-11 01:00:00+00:00,2026-02-11T06:00:00+05:00,0.007,0.0148,0.0072,0.0,0.1402,0,20260211T0000-3d5d55,0.009,20260210T0000-600970,0.035
2026-02-11 02:00:00+00:00,2026-02-11T07:00:00+05:00,0.0141,0.0168,0.0071,0.0,0.0934,0,20260211T0000-3d5d55,0.0078,20260210T0000-600970,0.07
2026-02-11 03:00:00+00:00,2026-02-11T08:00:00+05:00,0.0414,0.0763,0.037,0.0,0.4581,0,20260211T0000-3d5d55,0.0184,20260210T0000-600970,0.207
2026-02-11 04:00:00+00:00,2026-02-11T09:00:00+05:00,0.0292,0.036,0.0301,0.0,0.2103,0,20260211T0000-3d5d55,0.0279,20260210T0000-600970,0.146
2026-02-11 05:00:00+00:00,2026-02-11T10:00:00+05:00,0.0221,0.0244,0.0168,0.0,0.129,0,20260211T0000-3d5d55,0.0394,20260210T0000-600970,0.111
2026-02-11 06:00:00+00:00,2026-02-11T11:00:00+05:00,0.1251,0.1722,0.1615,0.1251,0.5629,0,20260211T0000-3d5d55,0.2521,20260210T0000-600970,0.626
2026-02-11 07:00:00+00:00,2026-02-11T12:00:00+05:00,0.1078,0.1187,0.1381,0.1078,0.5339,0,20260211T0000-3d5d55,0.2072,20260210T0000-600970,0.539
2026-02-11 08:00:00+00:00,2026-02-11T13:00:00+05:00,0.1584,0.1767,0.1934,0.1423,0.3703,0,20260211T0000-3d5d55,0.1705,20260210T0000-600970,0.792
2026-02-11 09:00:00+00:00,2026-02-11T14:00:00+05:00,0.4885,0.4631,0.4299,0.1162,0.9135,1,20260211T0000-3d5d55,0.5387,20260210T0000-600970,2.442
2026-02-11 10:00:00+00:00,2026-02-11T15:00:00+05:00,0.9141,0.9276,0.9094,0.4754,0.9885,1,20260211T0000-3d5d55,0.9686,20260210T0000-600970,4.57
2026-02-11 11:00:00+00:00,2026-02-11T16:00:00+05:00,0.9638,0.9727,0.9752,0.7537,0.998,1,20260211T0000-3d5d55,0.9583,20260210T0000-600970,4.819
2026-02-11 12:00:00+00:00,2026-02-11T17:00:00+05:00,0.9753,0.974,0.952,0.7997,0.9989,1,20260211T0000-3d5d55,0.825,20260210T0000-600970,4.876
2026-02-11 13:00:00+00:00,2026-02-11T18:00:00+05:00,0.9384,0.9445,0.9295,0.7326,0.9953,1,20260211T0000-3d5d55,0.8264,20260210T0000-600970,4.692
2026-02-11 14:00:00+00:00,2026-02-11T19:00:00+05:00,0.929,0.9385,0.9295,0.6462,0.9927,1,20260211T0000-3d5d55,0.6601,20260210T0000-600970,4.645
2026-02-11 15:00:00+00:00,2026-02-11T20:00:00+05:00,0.8254,0.7928,0.7977,0.5101,1.0,1,20260211T0000-3d5d55,0.5503,20260210T0000-600970,4.127
2026-02-11 16:00:00+00:00,2026-02-11T21:00:00+05:00,0.7578,0.8035,0.773,0.3765,0.9859,1,20260211T0000-3d5d55,0.5448,20260210T0000-600970,3.789
2026-02-11 17:00:00+00:00,2026-02-11T22:00:00+05:00,0.7562,0.7366,0.7587,0.2981,0.978,1,20260211T0000-3d5d55,0.4983,20260210T0000-600970,3.781
2026-02-11 18:00:00+00:00,2026-02-11T23:00:00+05:00,0.4634,0.4839,0.4661,0.0822,0.9242,1,20260211T0000-3d5d55,0.5402,20260210T0000-600970,2.317
2026-02-11 19:00:00+00:00,2026-02-12T00:00:00+05:00,0.4269,0.4141,0.4342,0.0812,0.9327,0,20260212T0000-c4f0f4,0.538,20260211T0000-3d5d55,2.134
2026-02-11 20:00:00+00:00,2026-02-12T01:00:00+05:00,0.4637,0.4407,0.5085,0.1041,0.9311,0,20260212T0000-c4f0f4,0.4692,20260211T0000-3d5d55,2.318
2026-02-11 21:00:00+00:00,2026-02-12T02:00:00+05:00,0.4581,0.4681,0.5023,0.1057,0.9399,0,20260212T0000-c4f0f4,0.4755,20260211T0000-3d5d55,2.29
2026-02-11 22:00:00+00:00,2026-02-12T03:00:00+05:00,0.3434,0.3384,0.3879,0.0418,0.898,0,20260212T0000-c4f0f4,0.2975,20260211T0000-3d5d55,1.717
2026-02-11 23:00:00+00:00,2026-02-12T04:00:00+05:00,0.2912,0.2869,0.3006,0.0265,0.8165,0,20260212T0000-c4f0f4,0.2985,20260211T0000-3d5d55,1.456
2026-02-12 00:00:00+00:00,2026-02-12T05:00:00+05:00,0.1816,0.1937,0.1862,0.0165,0.6433,0,20260212T0000-c4f0f4,0.316,20260211T0000-3d5d55,0.908
2026-02-12 01:00:00+00:00,2026-02-12T06:00:00+05:00,0.0498,0.0529,0.0636,0.0026,0.2721,0,20260212T0000-c4f0f4,0.189,20260211T0000-3d5d55,0.249
2026-02-12 02:00:00+00:00,2026-02-12T07:00:00+05:00,0.0186,0.0173,0.0118,0.0,0.1577,0,20260212T0000-c4f0f4,0.0445,20260211T0000-3d5d55,0.093
2026-02-12 03:00:00+00:00,2026-02-12T08:00:00+05:00,0.0125,0.0098,0.0095,0.0,0.0867,0,20260212T0000-c4f0f4,0.0103,20260211T0000-3d5d55,0.062
2026-02-12 04:00:00+00:00,2026-02-12T09:00:00+05:00,0.0087,0.009,0.0087,0.0,0.0597,0,20260212T0000-c4f0f4,0.0112,20260211T0000-3d5d55,0.044
2026-02-12 05:00:00+00:00,2026-02-12T10:00:00+05:00,0.0187,0.0199,0.0189,0.0,0.1254,0,20260212T0000-c4f0f4,0.0116,20260211T0000-3d5d55,0.094
2026-02-12 06:00:00+00:00,2026-02-12T11:00:00+05:00,0.0087,0.01,0.0069,0.0,0.0435,0,20260212T0000-c4f0f4,0.0107,20260211T0000-3d5d55,0.044
2026-02-12 07:00:00+00:00,2026-02-12T12:00:00+05:00,0.0183,0.0171,0.0205,0.0,0.127,0,20260212T0000-c4f0f4,0.0113,20260211T0000-3d5d55,0.092
2026-02-12 08:00:00+00:00,2026-02-12T13:00:00+05:00,0.0223,0.0224,0.0209,0.0,0.1305,0,20260212T0000-c4f0f4,0.0188,20260211T0000-3d5d55,0.112
2026-02-12 09:00:00+00:00,2026-02-12T14:00:00+05:00,0.0171,0.0129,0.0173,0.0,0.0643,1,20260212T0000-c4f0f4,0.0173,20260211T0000-3d5d55,0.086
2026-02-12 10:00:00+00:00,2026-02-12T15:00:00+05:00,0.0136,0.0122,0.0095,0.0,0.0564,1,20260212T0000-c4f0f4,0.0257,20260211T0000-3d5d55,0.068
2026-02-12 11:00:00+00:00,2026-02-12T16:00:00+05:00,0.0172,0.0158,0.0159,0.0,0.1731,1,20260212T0000-c4f0f4,0.0505,20260211T0000-3d5d55,0.086
2026-02-12 12:00:00+00:00,2026-02-12T17:00:00+05:00,0.1031,0.0907,0.1061,0.0021,0.4622,1,20260212T0000-c4f0f4,0.1709,20260211T0000-3d5d55,0.516
2026-02-12 13:00:00+00:00,2026-02-12T18:00:00+05:00,0.0454,0.0429,0.0545,0.0,0.2865,1,20260212T0000-c4f0f4,0.1835,20260211T0000-3d5d55,0.227
2026-02-12 14:00:00+00:00,2026-02-12T19:00:00+05:00,0.1075,0.1158,0.1143,0.0,0.393,1,20260212T0000-c4f0f4,0.1043,20260211T0000-3d5d55,0.538
2026-02-12 15:00:00+00:00,2026-02-12T20:00:00+05:00,0.0715,0.0688,0.0706,0.0,0.3698,1,20260212T0000-c4f0f4,0.0678,20260211T0000-3d5d55,0.358
2026-02-12 16:00:00+00:00,2026-02-12T21:00:00+05:00,0.161,0.1477,0.1649,0.0128,0.4943,1,20260212T0000-c4f0f4,0.0967,20260211T0000-3d5d55,0.805
2026-02-12 17:00:00+00:00,2026-02-12T22:00:00+05:00,0.0795,0.073,0.0799,0.0013,0.3319,1,20260212T0000-c4f0f4,0.0644,20260211T0000-3d5d55,0.398
2026-02-12 18:00:00+00:00,2026-02-12T23:00:00+05:00,0.0844,0.0846,0.091,0.0115,0.2884,1,20260212T0000-c4f0f4,0.0569,20260211T0000-3d5d55,0.422
2026-02-12 19:00:00+00:00,2026-02-13T00:00:00+05:00,0.0272,0.0227,0.0441,0.0016,0.2426,0,20260213T0000-8c1cc9,0.0462,20260212T0000-c4f0f4,0.136
2026-02-12 20:00:00+00:00,2026-02-13T01:00:00+05:00,0.0347,0.0238,0.0495,0.004,0.2806,0,20260213T0000-8c1cc9,0.0714,20260212T0000-c4f0f4,0.174
2026-02-12 21:00:00+00:00,2026-02-13T02:00:00+05:00,0.0243,0.0058,0.0344,0.003,0.1756,0,20260213T0000-8c1cc9,0.0237,20260212T0000-c4f0f4,0.122
2026-02-12 22:00:00+00:00,2026-02-13T03:00:00+05:00,0.0366,0.0185,0.0392,0.0056,0.2231,0,20260213T0000-8c1cc9,0.0349,20260212T0000-c4f0f4,0.183
2026-02-12 23:00:00+00:00,2026-02-13T04:00:00+05:00,0.0199,0.0154,0.0185,0.0,0.1794,0,20260213T0000-8c1cc9,0.0189,20260212T0000-c4f0f4,0.1
2026-02-13 00:00:00+00:00,2026-02-13T05:00:00+05:00,0.016,0.015,0.0233,0.0,0.1778,0,20260213T0000-8c1cc9,0.021,20260212T0000-c4f0f4,0.08
2026-02-13 01:00:00+00:00,2026-02-13T06:00:00+05:00,0.0165,0.0212,0.0164,0.0,0.1706,0,20260213T0000-8c1cc9,0.0101,20260212T0000-c4f0f4,0.082
2026-02-13 02:00:00+00:00,2026-02-13T07:00:00+05:00,0.0083,0.0119,0.0109,0.0,0.1086,0,20260213T0000-8c1cc9,0.0068,20260212T0000-c4f0f4,0.042
2026-02-13 03:00:00+00:00,2026-02-13T08:00:00+05:00,0.0106,0.0114,0.0116,0.0,0.1291,0,20260213T0000-8c1cc9,0.0026,20260212T0000-c4f0f4,0.053
2026-02-13 04:00:00+00:00,2026-02-13T09:00:00+05:00,0.009,0.0123,0.0106,0.0,0.1056,0,20260213T0000-8c1cc9,0.021,20260212T0000-c4f0f4,0.045
